0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.86262,-0.505852,0,0.822672,-0.541113,-0.0330085,-0.0399488,-0.0352614,-0.0330085,-0.101257,0.172473,0,0.036825,-0.107527,-0.000228744,0.138082,-0.280001,-0.000228744,0,0,3.50038e-07,2.27247e-07,0.999999,7.85108,
0.857519,-0.514452,0,0.826066,-0.551849,-0.0330797,-0.0314527,-0.037397,-0.0330797,-0.102976,0.171452,0,0.0384777,-0.102612,-0.000547009,0.141454,-0.274065,-0.000547009,0,0,0.999998,4.01214e-07,1.95072e-06,3.91319,
0.852593,-0.522576,0,0.829552,-0.5621,-0.0331854,-0.0230408,-0.0395247,-0.0331854,-0.1046,0.170466,0,0.0362867,-0.0979465,-0.000841008,0.140887,-0.268413,-0.000841008,0,0,2.89154e-07,0.999999,3.64817e-07,2.89376,
0.847855,-0.530228,0,0.831224,-0.567048,-0.0332481,-0.0166311,-0.0368203,-0.0332481,-0.10613,0.169518,0,0.0358139,-0.0962981,-0.000974712,0.141944,-0.265816,-0.000974712,0,0,1.78465e-06,0.999997,1.49511e-06,4.4737,
0.841702,-0.539943,0,0.834478,-0.576669,-0.0333895,-0.00722392,-0.0367267,-0.0333895,-0.108073,0.168286,0,0.0320956,-0.092827,-0.00120586,0.140168,-0.261113,-0.00120586,0,0,1.46729e-06,1.91044e-07,0.999998,9.1507,
0.83626,-0.548333,0,0.837337,-0.585896,-0.0335442,0.00107688,-0.0375636,-0.0335442,-0.10975,0.167197,0,0.0268164,-0.0881597,-0.00137535,0.136566,-0.255357,-0.00137535,0,0,4.55696e-07,1.8496e-06,0.999998,8.88486,
0.830735,-0.556668,0,0.839643,-0.594679,-0.0337048,0.00890728,-0.0380116,-0.0337048,-0.111417,0.166091,0,0.0171024,-0.085407,-0.00146961,0.128519,-0.251498,-0.00146961,0,0,0.999999,1.73436e-07,4.49724e-07,7.67746,
0.825127,-0.564947,0,0.841014,-0.605311,-0.0339049,0.0158867,-0.040364,-0.0339049,-0.113072,0.164969,0,-0.000862451,-0.0826773,-0.00146403,0.112209,-0.247646,-0.00146403,0,0,1.34776e-06,5.77853e-07,0.999998,4.1079,
0.819437,-0.57317,0,0.840592,-0.613519,-0.0340618,0.0211558,-0.0403491,-0.0340618,-0.114716,0.16383,0,-0.0151407,-0.0797304,-0.00135091,0.0995752,-0.24356,-0.00135091,0,0,1.86959e-07,1,1.4225e-07,4.78826,
