0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.95301,0.30294,0,-0.881175,0.128311,-0.03384,0.0718343,-0.174629,-0.03384,0.0606833,-0.190572,0,0.0382202,0.113847,2.36617e-05,-0.0224631,0.304418,2.36617e-05,0,0,0,0,0,
-0.949933,0.312455,0,-0.87749,0.139754,-0.0338391,0.0724429,-0.172701,-0.0338391,0.062586,-0.189955,0,0.0404341,0.113623,3.17717e-05,-0.0221519,0.303578,3.17717e-05,0,0,0,0,0,
-0.946761,0.321939,0,-0.87363,0.151198,-0.0338371,0.073131,-0.170741,-0.0338371,0.0644824,-0.18932,0,0.0408872,0.114238,4.01065e-05,-0.0235952,0.303558,4.01065e-05,0,0,0,0,0,
-0.943494,0.33139,0,-0.871693,0.156947,-0.0338357,0.0718004,-0.174443,-0.0338357,0.0663723,-0.188666,0,0.0401732,0.114955,4.25751e-05,-0.0261991,0.30362,4.25751e-05,0,0,0,0,0,
-0.940133,0.340808,0,-0.867869,0.16852,-0.0338322,0.0722639,-0.172288,-0.0338322,0.0682556,-0.187992,0,0.0412242,0.115063,4.55342e-05,-0.0270314,0.303055,4.55342e-05,0,0,0,0,0,
-0.936678,0.350192,0,-0.863918,0.180096,-0.0338278,0.0727597,-0.170096,-0.0338278,0.0701321,-0.187301,0,0.04325,0.114737,4.94453e-05,-0.0268821,0.302037,4.94453e-05,0,0,0,0,0,
-0.933129,0.359541,0,-0.860829,0.188762,-0.0338242,0.0723006,-0.17078,-0.0338242,0.0720016,-0.18659,0,0.0456748,0.114101,5.34249e-05,-0.0263267,0.300691,5.34249e-05,0,0,0,0,0,
-0.929487,0.368854,0,-0.855243,0.203093,-0.033818,0.0742437,-0.165761,-0.033818,0.0738638,-0.185861,0,0.0496172,0.113093,6.52757e-05,-0.0242466,0.298954,6.52757e-05,0,0,0,0,0,
-0.925752,0.378131,0,-0.851687,0.211649,-0.0338144,0.0740649,-0.166482,-0.0338144,0.0757187,-0.185113,0,0.0497717,0.113392,7.03709e-05,-0.0259471,0.298505,7.03709e-05,0,0,0,0,0,
-0.921925,0.387369,0,-0.846963,0.223109,-0.0338099,0.0749616,-0.16426,-0.0338099,0.077566,-0.184346,0,0.0502803,0.113602,7.18032e-05,-0.0272857,0.297948,7.18032e-05,0,0,0,0,0,
-0.918005,0.396569,0,-0.842132,0.234566,-0.033806,0.0758724,-0.162003,-0.033806,0.0794056,-0.183561,0,0.0517805,0.113357,7.10727e-05,-0.0276251,0.296918,7.10727e-05,0,0,0,0,0,
-0.913993,0.405729,0,-0.837161,0.246005,-0.0338029,0.0768324,-0.159724,-0.0338029,0.0812372,-0.182758,0,0.0532846,0.113097,6.87794e-05,-0.0279526,0.295855,6.87794e-05,0,0,0,0,0,
-0.90989,0.414849,0,-0.832087,0.257442,-0.0338006,0.0778037,-0.157406,-0.0338006,0.0830607,-0.181937,0,0.0529559,0.113704,6.33589e-05,-0.0301048,0.295641,6.33589e-05,0,0,0,0,0,
-0.905697,0.423927,0,-0.827056,0.268931,-0.033799,0.0786402,-0.154995,-0.033799,0.0848759,-0.181097,0,0.0526974,0.113481,5.29335e-05,-0.0321784,0.294578,5.29335e-05,0,0,0,0,0,
-0.901412,0.432962,0,-0.822063,0.280372,-0.0337981,0.0793488,-0.15259,-0.0337981,0.0866826,-0.180239,0,0.0535213,0.112836,4.21988e-05,-0.0331612,0.293075,4.21988e-05,0,0,0,0,0,
-0.897037,0.441954,0,-0.818213,0.288917,-0.0337978,0.0788244,-0.153038,-0.0337978,0.0884806,-0.179363,0,0.056332,0.111911,3.58512e-05,-0.0321485,0.291274,3.58512e-05,0,0,0,0,0,
-0.892573,0.450903,0,-0.812811,0.300234,-0.0337983,0.0797624,-0.150669,-0.0337983,0.0902698,-0.17847,0,0.0573119,0.111128,2.94471e-05,-0.0329579,0.289597,2.94471e-05,0,0,0,0,0,
-0.88802,0.459806,0,-0.807381,0.311439,-0.0337995,0.0806382,-0.148367,-0.0337995,0.0920499,-0.177558,0,0.0556788,0.109695,2.2241e-05,-0.0363711,0.287253,2.2241e-05,0,0,0,0,0,
-0.883377,0.468663,0,-0.802107,0.322504,-0.033801,0.0812701,-0.146159,-0.033801,0.0938209,-0.176629,0,0.0552523,0.108654,1.50352e-05,-0.0385685,0.285283,1.50352e-05,0,0,0,0,0,
-0.878646,0.477473,0,-0.796921,0.333524,-0.0338027,0.0817256,-0.143949,-0.0338027,0.0955824,-0.175682,0,0.0534917,0.108365,5.72443e-06,-0.0420907,0.284046,5.72443e-06,0,0,0,0,0,
-0.873828,0.486235,0,-0.7919,0.344465,-0.0338044,0.0819284,-0.14177,-0.0338044,0.0973344,-0.174717,0,0.0512216,0.107351,-5.60648e-06,-0.0461128,0.282068,-5.60648e-06,0,0,0,0,0,
-0.868922,0.494949,0,-0.789458,0.349889,-0.0338052,0.0794642,-0.14506,-0.0338052,0.0990767,-0.173735,0,0.0504521,0.106774,-1.14001e-05,-0.0486246,0.280509,-1.14001e-05,0,0,0,0,0,
-0.863929,0.503613,0,-0.781054,0.368609,-0.0338077,0.0828751,-0.135005,-0.0338077,0.100809,-0.172735,0,0.0529075,0.103663,-2.42619e-05,-0.0479016,0.276399,-2.42619e-05,0,0,0,0,0,
-0.85885,0.512227,0,-0.778536,0.373855,-0.0338082,0.0803135,-0.138373,-0.0338082,0.102531,-0.171719,0,0.0537773,0.102489,-2.39213e-05,-0.0487541,0.274208,-2.39213e-05,0,0,0,0,0,
-0.853685,0.52079,0,-0.773411,0.384146,-0.0338094,0.0802732,-0.136644,-0.0338094,0.104243,-0.170685,0,0.0540253,0.0995894,-1.9569e-05,-0.0502181,0.270274,-1.9569e-05,0,0,0,0,0,
-0.848434,0.529301,0,-0.768189,0.394171,-0.0338108,0.0802456,-0.13513,-0.0338108,0.105945,-0.169634,0,0.0542404,0.0982077,-1.23523e-05,-0.0517046,0.267842,-1.23523e-05,0,0,0,0,0,
-0.843099,0.537759,0,-0.76301,0.404084,-0.0338125,0.0800891,-0.133674,-0.0338125,0.107636,-0.168566,0,0.0541344,0.0965283,-6.66965e-06,-0.0535016,0.265094,-6.66965e-06,0,0,0,0,0,
