0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.921292,0.388871,0,-1.02991,0.318446,-0.0340409,-0.108622,-0.070425,-0.0340409,0.0778663,-0.18422,0,-0.0298159,0.113631,-0.00216031,-0.107682,0.297851,-0.00216031,0,0,9.96792e-09,3.20897e-07,1,-0.747059,
-0.917358,0.398064,0,-1.03241,0.326869,-0.034201,-0.115051,-0.0711953,-0.034201,0.0797046,-0.183432,0,-0.023286,0.113178,-0.00203884,-0.102991,0.29661,-0.00203884,0,0,1.34693e-07,0.0633887,0.936611,0.782721,
-0.913331,0.407218,0,-1.03486,0.33805,-0.0343979,-0.121529,-0.0691681,-0.0343979,0.0815349,-0.182625,0,-0.00969582,0.111509,-0.00178594,-0.0912307,0.294134,-0.00178594,0,0,0.271262,0.728738,1.46989e-07,1.80381,
-0.909213,0.416331,0,-1.03587,0.34913,-0.034572,-0.126654,-0.0672005,-0.034572,0.083357,-0.181801,0,0.00711414,0.109396,-0.00143551,-0.0762429,0.291197,-0.00143551,0,0,1,5.21827e-08,6.51867e-08,-0.280571,
-0.905005,0.425402,0,-1.03445,0.362698,-0.0347555,-0.129442,-0.0627038,-0.0347555,0.0851708,-0.180958,0,0.0349914,0.105354,-0.000870801,-0.0501794,0.286312,-0.000870801,0,0,9.53581e-08,5.53238e-07,0.999999,0.0897404,
-0.900705,0.43443,0,-1.03286,0.368015,-0.034819,-0.132154,-0.0664152,-0.034819,0.0869761,-0.180098,0,0.0456307,0.10374,-0.000610987,-0.0413454,0.283837,-0.000610987,0,0,7.41653e-08,1,1.88841e-08,-0.755054,
-0.896316,0.443416,0,-1.02796,0.378444,-0.0349286,-0.131642,-0.0649716,-0.0349286,0.0887727,-0.179219,0,0.067529,0.100888,-4.77089e-05,-0.0212438,0.280107,-4.77089e-05,0,0,8.49131e-09,1,2.39192e-08,-0.74933,
-0.891837,0.452356,0,-1.021,0.388604,-0.0350117,-0.129159,-0.0637523,-0.0350117,0.0905604,-0.178322,0,0.0799313,0.0996408,0.00054252,-0.0106291,0.277963,0.00054252,0,0,0.163509,1.03555e-06,0.83649,-0.223966,
-0.887269,0.461252,0,-1.0128,0.398591,-0.0350565,-0.125531,-0.0626614,-0.0350565,0.0923391,-0.177408,0,0.0888691,0.0980735,0.00111771,-0.00346996,0.275481,0.00111771,0,0,0.423005,0.576995,1.04306e-07,1.85455,
-0.882612,0.470101,0,-1.00838,0.40351,-0.0350616,-0.125763,-0.066591,-0.0350616,0.0941085,-0.176475,0,0.0912135,0.0977545,0.00139049,-0.00289508,0.27423,0.00139049,0,0,0.181348,0.818652,5.26091e-08,0.286726,
