# Tue Feb 13 22:24:16 2024

# input dimensionality
3

# covariance function
CovSum(CovSEard, CovNoise)

# log-hyperparameter
0.3836430904 0.7865468116 0.2353816096 0.6301658474 -3.395073956 

# mean for input values
-1.341420989 -0.002372857155 4.14487739 
# std_dev for input values
1.042615176 0.02163304328 0.1641597111 

# mean and std_dev for target values
-1.340871122 1.042788899

# data (target value in first column)
-2.053149247 0.2640156556 0.1149209054 -1.395252984 
-2.103457081 -2.052963956 0.1149209054 -1.39542311 
-2.168905967 -2.103280173 0.001652898784 -1.293402776 
-2.186171183 -2.168739964 -0.2272099828 -1.079735689 
-2.285170429 -2.186008057 -0.4590683552 -1.081046464 
-2.21181752 -2.285023798 -0.8077506582 -0.4840794548 
-2.076026185 -2.211658668 -1.038944968 -0.4913259759 
-1.879200221 -2.075844707 -1.152675063 -0.1022515096 
-1.76200299 -1.878985947 -1.364244022 -0.1052208035 
-1.634361515 -1.761769188 -1.555968718 0.4100593218 
-1.316623357 -1.634106445 -1.727462525 0.402952571 
-1.225816013 -1.316315345 -1.93816364 0.6483236489 
-0.8424592609 -1.22549287 -2.046037188 0.9965609687 
-0.7358797999 -0.842072242 -2.125506298 1.212945462 
-0.4931447912 -0.7354750224 -2.176832838 1.417790893 
-0.2298172274 -0.4926995686 -2.200562692 1.597473368 
0.03002651006 -0.2293281284 -2.195935123 1.764621453 
0.310637899 0.03055890494 -2.195935123 1.90956455 
0.5404058932 0.3112170502 -2.163562801 2.032125931 
0.803909866 0.5410233289 -2.103075078 2.13212739 
1.035833457 0.8045712075 -1.965790516 2.136505575 
1.150493429 1.036533442 -1.775825587 2.246689157 
1.438205355 1.151212519 -1.701376342 2.303216516 
1.541382724 1.438972384 -1.622149116 2.302766425 
1.76920568 1.542166946 -1.450044654 2.277465988 
1.896782562 1.770027862 -1.261375456 2.232369783 
2.020494942 1.897626001 -1.058954484 2.244885187 
2.058434144 2.021358995 -0.8446213456 2.069380638 
2.149058347 2.059304518 -0.5072079142 2.082537912 
2.159339901 2.149943821 -0.2751845423 1.81325817 
2.174148731 2.160227088 -0.1578370474 1.825776203 
2.159549832 2.175038386 0.07573459068 1.664335901 
2.136375382 2.160437054 0.4239913813 1.477755303 
2.054675158 2.137258743 0.6492574171 1.152083404 
1.963088414 2.055544906 0.8644534018 0.92542154 
1.849546428 1.963942901 1.066586836 0.6963464895 
1.71703253 1.850381996 1.254065124 0.4701304687 
1.566775003 1.717846018 1.424750414 0.2414420351 
1.52045527 1.567563455 1.576866585 0.02184360747 
1.216531718 1.521236004 1.645900902 -0.1958050503 
1.159110997 1.217261812 1.819380087 -0.4021504076 
0.8372609208 1.159831523 1.819380087 -0.5994847043 
0.7724343588 0.8379278193 1.908356188 -0.7851644424 
0.4211068619 0.7730904558 1.974968734 -0.9580320496 
0.3484291749 0.4217044197 2.019108118 -0.9577325169 
0.1519689111 0.3490146229 2.040961621 -1.11650116 
-0.04262684005 0.1525216243 2.041994988 -1.260309916 
-0.2293214971 -0.04210655088 2.021632572 -1.389104035 
-0.3072051166 -0.2288323156 1.980615453 -1.501159339 
-0.5785547921 -0.3067289122 1.920220061 -1.595728988 
-0.6539978314 -0.5781238008 1.841564704 -1.671394991 
-0.881882449 -0.6535794106 1.746094143 -1.730793865 
-0.9503124042 -0.8815019989 1.635353341 -1.768888204 
-1.125193313 -0.9499433561 1.510975602 -1.792300055 
-1.230489266 -1.124853404 1.374663485 -1.795087889 
-1.280901327 -1.230166902 1.228295472 -1.763167045 
-1.374204475 -1.280587363 1.073646843 -1.718005673 
-1.401393946 -1.373906057 0.9126752993 -1.658018477 
-1.450826765 -1.401100059 0.7473845882 -1.659797486 
-1.448246676 -1.450541114 0.5796458455 -1.490103543 
-1.467245635 -1.447960595 0.5796458455 -1.49119012 
-1.42942768 -1.46696272 0.4107512193 -1.265328582 
-1.413541392 -1.429138463 0.2436341667 -1.26544276 
-1.367955157 -1.413249528 0.07877622242 -0.9954177177 
-1.276545046 -1.367655698 -0.1572753825 -0.9954841669 
-1.223661953 -1.276230355 -0.3054068173 -0.7784155797 
-1.089266832 -1.223338451 -0.3763236922 -0.7063514743 
-1.026012162 -1.088920937 -0.509694388 -0.4848163278 
-0.869063495 -1.025655728 -0.6319224567 -0.4870869541 
-0.7879654815 -0.868680909 -0.7417380445 -0.1991448991 
-0.6765236647 -0.7875693828 -0.8796249143 -0.2016368168 
-0.5154372117 -0.6761089972 -0.951823632 0.06530827417 
-0.3746296323 -0.5149957035 -0.9828918264 0.06312128592 
-0.2319711476 -0.3741646624 -1.031587738 0.1850044088 
-0.08909483544 -0.2314824075 -1.065386289 0.2972172587 
0.05145461703 -0.08858228889 -1.083336966 0.4004457959 
0.1886382712 0.05199058232 -1.085706966 0.4930140555 
0.3203111161 0.1891970944 -1.072979606 0.5741942303 
0.4451015591 0.320891879 -1.045164742 0.6433970305 
0.5656744021 0.445703115 -1.004340059 0.6996338052 
0.6695068571 0.5662960481 -0.9190782765 0.7435746625 
0.7649036092 0.670145804 -0.8484372872 0.7742170104 
0.8090141133 0.7655584513 -0.7682130146 0.7918276732 
0.9147742225 0.8096763052 -0.7248851159 0.796733406 
0.949362145 0.9154540365 -0.6796877307 0.7857205394 
1.015566425 0.9500477222 -0.5843045898 0.7691801988 
1.038830231 1.016263033 -0.4834273039 0.7339361017 
1.055532096 1.039530716 -0.3785137699 0.6949841513 
1.070511684 1.056235363 -0.2711006514 0.6385030998 
1.054468413 1.071217447 -0.162996481 0.5803130856 
1.043209978 1.055171503 -0.05505893497 0.5067479922 
0.9968284492 1.043911193 0.05042337255 0.4323995783 
0.9883857426 0.9975219354 0.1530438211 0.3470750916 
0.8873420736 0.989077822 0.2503065563 0.2572412645 
0.8606847977 0.8880173168 0.3412946392 0.1675621519 
0.7338321434 0.8613555992 0.4248741762 0.1197154888 
0.7112555376 0.7344818083 0.4998693733 0.03082564961 
0.6161166867 0.7119014407 0.5660292722 -0.09957119061 
0.5087814548 0.6167467376 0.621840481 -0.1825474443 
0.3979683041 0.5093936212 0.6660899743 -0.2588871613 
0.2941722216 0.3985620064 0.6990094287 -0.2948548696 
0.1735399093 0.2947486292 0.7203852517 -0.3896583178 
0.06980001371 0.1740962168 0.7302493466 -0.3899458776 
-0.04588983176 0.07033903577 0.7282754556 -0.4863817233 
-0.1520362978 -0.04537008628 0.7282754556 -0.486407883 
-0.2540372937 -0.1515342387 0.7149229537 -0.5199647247 
-0.3505635288 -0.2535522303 0.6905271533 -0.5430705759 
-0.4397077665 -0.3500945489 0.6557660313 -0.5554995114 
-0.5216440295 -0.4392536401 0.611429356 -0.5571426141 
-0.5622820337 -0.5212035556 0.558018203 -0.5476385097 
-0.6578747495 -0.5618483309 0.4965660227 -0.5272143498 
-0.6861800741 -0.6574569747 0.4279540072 -0.4959613591 
-0.7503592101 -0.6857670156 0.3534525125 -0.4763665109 
-0.7677494777 -0.7499568452 0.2740255858 -0.4296892726 
-0.7907729345 -0.7673500105 0.1907644894 -0.3733012231 
-0.8015330694 -0.7903773036 0.06180322476 -0.3078714286 
-0.7987487554 -0.8011392313 -0.02518020276 -0.2347424518 
-0.7837941656 -0.7983544534 -0.02518020276 -0.1557276396 
-0.756758495 -0.7833973718 -0.1112712264 -0.07235255568 
-0.7616402282 -0.7563571965 -0.1945275297 0.01403415117 
-0.6697607338 -0.761239743 -0.2748885718 0.1518175683 
-0.6580171294 -0.6693449395 -0.350378905 0.2414898219 
-0.5358928083 -0.6575993783 -0.4519115514 0.3303915454 
-0.5206183761 -0.5354547084 -0.5104963949 0.3738341827 
-0.4457267287 -0.5201777313 -0.5604168598 0.50554671 
-0.3496528769 -0.4452736051 -0.6019304365 0.5854896488 
-0.2556098347 -0.3491837453 -0.6185614764 0.6612289753 
-0.1475464722 -0.2551250334 -0.6446441858 0.7304715434 
-0.04715266065 -0.147043665 -0.664372636 0.7295282778 
0.05486043079 -0.04663312558 -0.664075206 0.79202378 
0.1541564024 0.05539696356 -0.6530215421 0.8465856908 
0.2578370509 0.1547094802 -0.6317089296 0.9119966026 
0.3571310993 0.2584074042 -0.6317089296 0.9433829365 
0.4507229669 0.3577179973 -0.5997500324 0.9641050289 
0.4982803496 0.4513254594 -0.55746469 0.9655088254 
0.6271472522 0.4988907663 -0.5057392021 0.9762894446 
0.6698747085 0.627779141 -0.411331634 0.9762742852 
0.7761304391 0.6705137167 -0.3382796751 0.95522414 
0.8104388146 0.7767871519 -0.2579123383 0.9271117369 
0.8901950352 0.811101244 -0.1715756474 0.8876318388 
0.9126987115 0.8908707538 -0.07974641482 0.8373008815 
0.9491752507 0.9133781797 0.01584780324 0.7758410771 
0.9876506705 0.9498607967 0.01584780324 0.7016910204 
1.00325244 0.9883426274 0.114440252 0.6201483949 
1.008588359 1.003946996 0.21554804 0.5275413262 
0.9851510528 1.009283805 0.3173511951 0.4262669771 
0.9962036908 0.9858425932 0.4186280308 0.423666289 
0.9366638635 0.9968970728 0.5179635458 0.2073160463 
0.9374728075 0.9373473249 0.614172699 0.2051611257 
0.8468045513 0.9381564037 0.7060851699 -0.02357701772 
0.8401398921 0.84747304 0.7924427621 -0.02511092898 
0.7583214836 0.8408072703 0.8723200039 -0.256190888 
0.7051909443 0.758975229 0.9448384487 -0.2571356335 
0.6102306029 0.705835837 1.008170131 -0.480523285 
0.5433036402 0.610859673 1.063418245 -0.4809906891 
0.4397889916 0.5439215587 1.108211264 -0.6884745117 
0.362560798 0.4403896623 1.143840359 -0.6886313137 
0.2541302769 0.3631486006 1.168346465 -0.872519352 
0.1600630641 0.2547000125 1.182346089 -0.8725295447 
0.05845239767 0.1606171261 1.1857359 -0.9532071034 
-0.03112078694 0.05898952896 1.178626567 -1.025620476 
-0.1238092292 -0.03059858059 1.161422156 -1.089219706 
-0.2153387474 -0.1233024669 1.133836731 -1.143685416 
-0.2615000588 -0.2148472359 1.096591186 -1.188110704 
-0.3841634609 -0.2610162389 1.050037796 -1.222434683 
-0.42453089 -0.3837000795 0.9948198447 -1.246284951 
-0.5302313088 -0.4240742347 0.9316849113 -1.254305272 
-0.5615404835 -0.5297922656 0.8611926815 -1.262235999 
-0.6215340074 -0.5611066572 0.8611926815 -1.259596186 
-0.6772970586 -0.6211101774 0.7842023113 -1.246352095 
-0.7190289616 -0.6768825199 0.6581735111 -1.206914378 
-0.7541583076 -0.7186213765 0.5684270952 -1.167969799 
-0.7878835363 -0.7537565758 0.4754415227 -1.119455769 
-0.7999997417 -0.7874874238 0.3799643166 -1.061895444 
-0.804742721 -0.7996056481 0.2825995327 -0.9958185354 
-0.8045298198 -0.8043494177 0.1850513068 -0.9221021337 
-0.8045170492 -0.8041364811 0.08790695655 -0.921625873 
-0.7831281514 -0.8041237083 -0.008424348389 -0.7542334469 
-0.7738894971 -0.7827312466 -0.1024127978 -0.7542303153 
-0.7269518049 -0.773491053 -0.1930519631 -0.5689451718 
-0.7028489478 -0.7265455398 -0.2794383087 -0.5701016523 
-0.6408231143 -0.7024386667 -0.3599921863 -0.3771005952 
-0.6008564767 -0.6404024982 -0.4354089075 -0.3785492967 
-0.5271299746 -0.6004292013 -0.4354089075 -0.1850483763 
-0.4713197533 -0.5266904147 -0.5035622624 -0.1865744404 
-0.3983384329 -0.4708708941 -0.5653412151 -0.04561000272 
-0.3280627962 -0.3978774134 -0.6423800903 -0.001294149649 
-0.2559782927 -0.3275900672 -0.6841167006 0.08652287037 
-0.1828797675 -0.2554935527 -0.717191109 0.1706209589 
-0.1089182173 -0.1823828477 -0.7424890986 0.2498220465 
-0.08903640215 -0.1084089738 -0.7593464478 0.3243891152 
0.03625775057 -0.08852384587 -0.7677951367 0.4253376906 
0.06228677827 0.03679118371 -0.7677951367 0.4850371523 
0.1749668808 0.06282454844 -0.7648341624 0.5377524099 
0.2000839673 0.1755234261 -0.7528969976 0.5613897527 
0.2579033522 0.2006446976 -0.7334583285 0.6037338311 
0.3149033841 0.2584737165 -0.7075650421 0.6381120503 
0.3678505437 0.315483246 -0.675555185 0.667519432 
