0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.577613,-0.816311,0,0.916999,-1.38812,-0.0349364,0.339387,-0.571811,-0.0349364,-0.16332,0.115441,0,-0.14254,0.00751737,0.00352958,0.0207799,-0.107924,0.00352958,0,0,0,0,0,4.51284,
0.569421,-0.822046,0,0.904029,-1.38221,-0.0345822,0.334608,-0.560164,-0.0345822,-0.164466,0.113802,0,-0.144651,0.0151086,0.00369197,0.019815,-0.0986934,0.00369197,0,0,0,0,0,0.948431,
0.561172,-0.827699,0,0.894032,-1.37755,-0.034281,0.33286,-0.549853,-0.034281,-0.165596,0.112152,0,-0.149977,0.0209862,0.00372793,0.0156185,-0.0911655,0.00372793,0,0,0,0,0,7.97041,
0.552867,-0.833269,0,0.88018,-1.37098,-0.0338499,0.327312,-0.537713,-0.0338499,-0.166709,0.11049,0,-0.155119,0.03257,0.0036535,0.0115904,-0.0779201,0.0036535,0,0,0,0,0,-25.973,
0.544507,-0.838756,0,0.865844,-1.36382,-0.033407,0.321337,-0.525065,-0.033407,-0.167806,0.108818,0,-0.155183,0.042471,0.00343637,0.012623,-0.0663465,0.00343637,0,0,0,0,0,10.0948,
0.536092,-0.844159,0,0.855192,-1.35807,-0.0330836,0.3191,-0.513913,-0.0330836,-0.168885,0.107134,0,-0.156187,0.0504736,0.00316348,0.012698,-0.0566605,0.00316348,0,0,0,0,0,-1.29706,
0.527624,-0.849478,0,0.840703,-1.34999,-0.032682,0.313079,-0.500517,-0.032682,-0.169948,0.10544,0,-0.156853,0.0552569,0.00270383,0.0130952,-0.050183,0.00270383,0,0,0,0,0,10.1022,
0.519103,-0.854712,0,0.826279,-1.34191,-0.0323385,0.307176,-0.487199,-0.0323385,-0.170994,0.103735,0,-0.152689,0.0610183,0.00210503,0.0183056,-0.0427168,0.00210503,0,0,0,0,0,8.94885,
0.51053,-0.85986,0,0.815452,-1.3359,-0.0321297,0.304921,-0.476037,-0.0321297,-0.172023,0.10202,0,-0.150542,0.0648653,0.00158123,0.0214815,-0.0371547,0.00158123,0,0,0,0,0,8.09006,
0.501906,-0.864922,0,0.797227,-1.32579,-0.0318903,0.295321,-0.46087,-0.0318903,-0.173035,0.100295,0,-0.150613,0.0756064,0.000591709,0.0224212,-0.0246884,0.000591709,0,0,0,0,0,9.98738,
0.493232,-0.869898,0,0.782467,-1.3176,-0.031806,0.289235,-0.447704,-0.031806,-0.174029,0.0985594,0,-0.147511,0.0810399,-0.000269774,0.0265177,-0.0175195,-0.000269774,0,0,0,0,0,10.1011,
0.484509,-0.874787,0,0.767783,-1.30957,-0.0318212,0.283275,-0.434782,-0.0318212,-0.175006,0.0968142,0,-0.140474,0.0843915,-0.00116286,0.0345314,-0.0124227,-0.00116286,0,0,0,0,0,-1.17998,
0.475737,-0.879588,0,0.760571,-1.30569,-0.0318655,0.284834,-0.426101,-0.0318655,-0.175965,0.0950593,0,-0.136771,0.0860212,-0.00160988,0.0391941,-0.00903816,-0.00160988,0,0,0,0,0,4.01024,
0.466917,-0.884301,0,0.742613,-1.2962,-0.0320741,0.275696,-0.411904,-0.0320741,-0.176907,0.093295,0,-0.133026,0.0928604,-0.00267515,0.043881,-0.000434579,-0.00267515,0,0,0,0,0,-15.088,
0.458051,-0.888926,0,0.728114,-1.28882,-0.0323305,0.270063,-0.39989,-0.0323305,-0.177831,0.0915213,0,-0.131558,0.0995048,-0.00342476,0.0462732,0.00798355,-0.00342476,0,0,0,0,0,9.31483,
0.449139,-0.893462,0,0.713249,-1.28138,-0.0326501,0.26411,-0.387922,-0.0326501,-0.178737,0.0897384,0,-0.133191,0.105034,-0.00404008,0.0455467,0.0152953,-0.00404008,0,0,0,0,0,9.36681,
0.440182,-0.897909,0,0.697965,-1.27418,-0.0330173,0.257783,-0.376271,-0.0330173,-0.179626,0.0879466,0,-0.128569,0.106185,-0.00448521,0.0510568,0.0182388,-0.00448521,0,0,0,0,0,10.0254,
0.431181,-0.902265,0,0.682813,-1.26741,-0.0334146,0.251632,-0.365142,-0.0334146,-0.180496,0.086146,0,-0.123379,0.109667,-0.00475138,0.0571177,0.0235211,-0.00475138,0,0,0,0,0,-6.72186,
