0,0,0,0,0,0,0,0
0.484161,0.874979,0,0,0.478984,0.884189,-7.03362e-05,0
0.485035,0.874495,0,0,0.479676,0.883819,-7.03364e-05,0
0.48591,0.874009,0,0,0.480598,0.883325,-7.03356e-05,0
0.486783,0.873523,0,0,0.48129,0.882954,-7.03345e-05,0
0.487657,0.873035,0,0,0.482213,0.882458,-7.03321e-05,0
0.48853,0.872547,0,0,0.483136,0.881961,-7.03291e-05,0
0.489402,0.872058,0,0,0.484059,0.881463,-7.03254e-05,0
0.490274,0.871569,0,0,0.485213,0.880839,-7.03203e-05,0
0.491145,0.871078,0,0,0.485906,0.880464,-7.03172e-05,0
0.492016,0.870586,0,0,0.486829,0.879962,-7.0313e-05,0
0.492886,0.870094,0,0,0.487754,0.87946,-7.0309e-05,0
0.493756,0.869601,0,0,0.488678,0.878956,-7.03054e-05,0
0.494625,0.869106,0,0,0.489602,0.878452,-7.03024e-05,0
0.495494,0.868611,0,0,0.490064,0.878199,-7.03012e-05,0
0.496363,0.868115,0,0,0.490989,0.877693,-7.02992e-05,0
0.49723,0.867619,0,0,0.491914,0.877185,-7.02981e-05,0
0.498098,0.867121,0,0,0.492607,0.876804,-7.02978e-05,0
0.498965,0.866622,0,0,0.493995,0.87604,-7.02985e-05,0
0.499831,0.866123,0,0,0.494457,0.875785,-7.02991e-05,0
0.500697,0.865623,0,0,0.495382,0.875273,-7.0301e-05,0
0.501562,0.865122,0,0,0.496307,0.874761,-7.03034e-05,0
0.502427,0.86462,0,0,0.497232,0.874248,-7.03064e-05,0
0.503292,0.864117,0,0,0.498157,0.873733,-7.03098e-05,0
0.504155,0.863613,0,0,0.499083,0.873218,-7.03135e-05,0
0.505019,0.863108,0,0,0.500008,0.872701,-7.03172e-05,0
0.505882,0.862603,0,0,0.500933,0.872183,-7.03207e-05,0
0.506744,0.862097,0,0,0.501858,0.871665,-7.0324e-05,0
0.507606,0.861589,0,0,0.502551,0.871275,-7.03262e-05,0
0.508467,0.861081,0,0,0.503476,0.870755,-7.03285e-05,0
0.509328,0.860573,0,0,0.5044,0.870233,-7.03303e-05,0
0.510188,0.860063,0,0,0.505325,0.86971,-7.03313e-05,0
0.511048,0.859552,0,0,0.50648,0.869056,-7.03314e-05,0
0.511907,0.859041,0,0,0.507173,0.868662,-7.03309e-05,0
0.512766,0.858528,0,0,0.508097,0.868136,-7.03297e-05,0
0.513624,0.858015,0,0,0.508558,0.867873,-7.03288e-05,0
0.514482,0.857501,0,0,0.509713,0.867214,-7.03259e-05,0
0.515339,0.856986,0,0,0.510636,0.866685,-7.03231e-05,0
0.516196,0.85647,0,0,0.511559,0.866156,-7.032e-05,0
0.517052,0.855954,0,0,0.512482,0.865625,-7.03166e-05,0
0.517908,0.855436,0,0,0.513404,0.865094,-7.03132e-05,0
0.518763,0.854918,0,0,0.513865,0.864827,-7.03115e-05,0
0.519618,0.854399,0,0,0.515017,0.864161,-7.03076e-05,0
0.520472,0.853879,0,0,0.515938,0.863627,-7.03048e-05,0
0.521326,0.853358,0,0,0.516859,0.863091,-7.03025e-05,0
0.522179,0.852836,0,0,0.517779,0.862555,-7.03007e-05,0
0.523031,0.852313,0,0,0.518698,0.862017,-7.02997e-05,0
0.523883,0.85179,0,0,0.519618,0.861479,-7.02993e-05,0
0.524735,0.851266,0,0,0.520077,0.861209,-7.02994e-05,0
0.525586,0.850741,0,0,0.521225,0.860534,-7.03004e-05,0
0.526436,0.850215,0,0,0.522143,0.859993,-7.0302e-05,0
0.527286,0.849688,0,0,0.52306,0.859451,-7.03042e-05,0
0.528136,0.84916,0,0,0.523976,0.858908,-7.0307e-05,0
0.528985,0.848631,0,0,0.524663,0.8585,-7.03093e-05,0
0.529833,0.848102,0,0,0.525807,0.857819,-7.03134e-05,0
0.530681,0.847572,0,0,0.526722,0.857273,-7.03167e-05,0
0.531528,0.847041,0,0,0.527179,0.857,-7.03184e-05,0
0.532375,0.846509,0,0,0.528092,0.856452,-7.03215e-05,0
0.533221,0.845976,0,0,0.529232,0.855767,-7.0325e-05,0
0.534067,0.845442,0,0,0.530144,0.855217,-7.03271e-05,0
0.534912,0.844908,0,0,0.531055,0.854667,-7.03287e-05,0
0.535757,0.844372,0,0,0.531509,0.854391,-7.03292e-05,0
0.536601,0.843836,0,0,0.532646,0.853701,-7.03297e-05,0
0.537444,0.843299,0,0,0.533554,0.853148,-7.03292e-05,0
0.538287,0.842761,0,0,0.534461,0.852594,-7.03281e-05,0
0.53913,0.842223,0,0,0.535367,0.852039,-7.03263e-05,0
0.539972,0.841683,0,0,0.536273,0.851483,-7.03239e-05,0
0.540813,0.841143,0,0,0.536951,0.851065,-7.03219e-05,0
0.541654,0.840601,0,0,0.537855,0.850508,-7.03189e-05,0
0.542494,0.840059,0,0,0.538757,0.849949,-7.03158e-05,0
0.543334,0.839516,0,0,0.539659,0.84939,-7.03126e-05,0
0.544174,0.838973,0,0,0.54056,0.84883,-7.03097e-05,0
0.545012,0.838428,0,0,0.54146,0.848269,-7.03071e-05,0
0.54585,0.837883,0,0,0.542359,0.847706,-7.03049e-05,0
0.546688,0.837336,0,0,0.543032,0.847284,-7.03035e-05,0
0.547525,0.836789,0,0,0.544153,0.846579,-7.03021e-05,0
0.548362,0.836241,0,0,0.544601,0.846297,-7.03018e-05,0
0.549198,0.835693,0,0,0.545496,0.845732,-7.03016e-05,0
0.550033,0.835143,0,0,0.546389,0.845165,-7.03021e-05,0
0.550868,0.834593,0,0,0.547282,0.844598,-7.03032e-05,0
0.551702,0.834041,0,0,0.548173,0.84403,-7.03047e-05,0
0.552536,0.833489,0,0,0.549064,0.843461,-7.03068e-05,0
0.553369,0.832936,0,0,0.549953,0.842892,-7.03091e-05,0
0.554202,0.832382,0,0,0.550841,0.842321,-7.03117e-05,0
0.555034,0.831828,0,0,0.551506,0.841892,-7.03138e-05,0
0.555865,0.831272,0,0,0.551949,0.841606,-7.03151e-05,0
0.556696,0.830716,0,0,0.552392,0.84132,-7.03165e-05,0
0.557527,0.830159,0,0,0.553276,0.840747,-7.03191e-05,0
0.558357,0.829601,0,0,0.55416,0.840173,-7.03216e-05,0
0.559186,0.829042,0,0,0.555044,0.839598,-7.03239e-05,0
0.560015,0.828483,0,0,0.555927,0.839022,-7.03259e-05,0
0.560843,0.827922,0,0,0.556809,0.838445,-7.03277e-05,0
0.561671,0.827361,0,0,0.55769,0.837867,-7.03291e-05,0
0.562498,0.826799,0,0,0.558571,0.837288,-7.03301e-05,0
0.563324,0.826236,0,0,0.559452,0.836708,-7.03306e-05,0
0.56415,0.825672,0,0,0.560111,0.836272,-7.03306e-05,0
0.564976,0.825108,0,0,0.56099,0.83569,-7.03301e-05,0
0.5658,0.824542,0,0,0.561868,0.835107,-7.03289e-05,0
0.566625,0.823976,0,0,0.562746,0.834524,-7.03271e-05,0
0.567448,0.823409,0,0,0.563622,0.833939,-7.03246e-05,0
0.568271,0.822841,0,0,0.564498,0.833354,-7.03216e-05,0
0.569094,0.822272,0,0,0.565372,0.832767,-7.03181e-05,0
0.569916,0.821703,0,0,0.56581,0.832473,-7.03162e-05,0
0.570737,0.821133,0,0,0.566901,0.831738,-7.03115e-05,0
0.571558,0.820561,0,0,0.567774,0.831149,-7.03077e-05,0
0.572379,0.819989,0,0,0.568646,0.830559,-7.03042e-05,0
0.573198,0.819417,0,0,0.569516,0.829968,-7.03012e-05,0
0.574017,0.818843,0,0,0.570387,0.829376,-7.02988e-05,0
0.574836,0.818269,0,0,0.571256,0.828784,-7.02972e-05,0
0.575654,0.817693,0,0,0.57169,0.828487,-7.02968e-05,0
0.576471,0.817117,0,0,0.572775,0.827744,-7.02967e-05,0
0.577288,0.81654,0,0,0.573425,0.827297,-7.02974e-05,0
0.578104,0.815963,0,0,0.574292,0.826701,-7.02992e-05,0
0.57892,0.815384,0,0,0.575374,0.825955,-7.03026e-05,0
0.579735,0.814805,0,0,0.576238,0.825357,-7.03062e-05,0
0.58055,0.814225,0,0,0.576886,0.824907,-7.03092e-05,0
0.581364,0.813644,0,0,0.577749,0.824307,-7.03135e-05,0
0.582177,0.813062,0,0,0.578611,0.823707,-7.03179e-05,0
0.58299,0.812479,0,0,0.579473,0.823105,-7.03222e-05,0
0.583802,0.811896,0,0,0.580333,0.822503,-7.03262e-05,0
0.584614,0.811312,0,0,0.581408,0.821748,-7.03303e-05,0
0.585425,0.810727,0,0,0.582052,0.821295,-7.03323e-05,0
0.586235,0.810141,0,0,0.58291,0.820689,-7.03341e-05,0
