0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.816452,0.577414,0,0.756598,0.656069,0.0138896,-0.0598533,0.0786547,0.0138896,0.115319,0.163406,0,0.0408404,-0.0938969,-0.0105445,-0.074479,-0.257303,-0.0105445,0,0
0.822185,0.569221,0,0.763082,0.64814,0.0128589,-0.0591033,0.0789193,0.0128589,0.11368,0.164551,0,0.0403921,-0.0941182,-0.00966743,-0.0732875,-0.258669,-0.00966743,0,0
0.827836,0.56097,0,0.7695,0.640162,0.0124085,-0.058336,0.0791913,0.0124085,0.112028,0.165679,0,0.0396836,-0.0943603,1.67941e-05,-0.0723449,-0.26004,1.67941e-05,0,0
0.833404,0.552664,0,0.775838,0.632132,0.0115627,-0.0575658,0.0794675,0.0115627,0.110366,0.166791,0,0.0388303,-0.094575,-0.0114325,-0.0715358,-0.261366,-0.0114325,0,0
0.838889,0.544303,0,0.782081,0.62404,0.010375,-0.0568079,0.0797375,0.010375,0.108693,0.167887,0,0.0377523,-0.0949667,-0.0115062,-0.0709404,-0.262853,-0.0115062,0,0
0.84429,0.535887,0,0.786694,0.617913,0.00950703,-0.0575964,0.0820261,0.00950703,0.107008,0.168965,0,0.0367016,-0.0955377,-0.0111301,-0.0703068,-0.264503,-0.0111301,0,0
0.849607,0.527417,0,0.792735,0.609665,0.00840329,-0.0568718,0.0822479,0.00840329,0.105313,0.170027,0,0.0352683,-0.096048,-0.0104281,-0.0700451,-0.266075,-0.0104281,0,0
0.854838,0.518895,0,0.798673,0.601341,0.00726097,-0.0561654,0.0824458,0.00726097,0.103608,0.171071,0,0.0343463,-0.0962787,-0.0115847,-0.0692616,-0.26735,-0.0115847,0,0
0.859984,0.510321,0,0.804551,0.592966,0.00656279,-0.0554334,0.0826455,0.00656279,0.101892,0.172099,0,0.034226,-0.0966915,-0.00439064,-0.0676661,-0.26879,-0.00439064,0,0
0.865044,0.501695,0,0.810427,0.584537,0.0061863,-0.0546173,0.0828416,0.0061863,0.100166,0.173109,0,0.0342054,-0.0970965,-0.00324127,-0.0659607,-0.270206,-0.00324127,0,0
0.870018,0.49302,0,0.813353,0.580302,0.0060191,-0.0566648,0.0872819,0.0060191,0.0984299,0.174102,0,0.033895,-0.0973592,-0.00318147,-0.064535,-0.271461,-0.00318147,0,0
0.874905,0.484295,0,0.819164,0.57177,0.0056932,-0.0557407,0.0874743,0.0056932,0.096684,0.175078,0,0.0332055,-0.0978164,-0.00311422,-0.0634785,-0.272894,-0.00311422,0,0
0.879704,0.475522,0,0.827705,0.558862,0.00550011,-0.0519988,0.0833402,0.00550011,0.0949284,0.176036,0,0.0312509,-0.0982034,-0.00157469,-0.0636776,-0.274239,-0.00157469,0,0
