-4.2187302246e-05,0.01124957813,0,0,0,0.0035759816668,4.2187302246e-05,-0.01124957813,0.0035759816668,0,0,0,0,0,-0.012526956804,0,0,-0.012526956804,0,0,0,0,0,0.14320208314,0.14320208314,0,6.1447182909e-05,-0.035936691461,
-0.0003796714822,0.033738610528,0,7.9887972576e-06,8.0223266006e-06,0.0023317557296,0.00038766027946,-0.033730588202,0.0023317557296,0,0,0,0.00087774167239,0.0014403223532,-0.012176095274,0.00087774167239,0.0014403223532,-0.012176095274,0,0,0,0,0,0.5195540519,0.5195540519,0,0.018253367518,-0.16288451657,
-0.0010545639096,0.056197280455,0,0.00016811814612,0.00035387269115,0.001124413149,0.0012226820557,-0.055843407763,0.001124413149,0,0,0,0.0041654795237,0.010866522131,-0.011762975653,0.0041654795237,0.010866522131,-0.011762975653,0,0,0,0,0,0.89386536852,0.89386536852,0,0.064403275037,-0.1022275668,
-0.0020667127365,0.078605376622,0,0.00052280340753,0.0013089821607,0.00024657337739,0.002589516144,-0.077296394461,0.00024657337739,0,0,0,0.0075908777881,0.022667086303,-0.011417482938,0.0075908777881,0.022667086303,-0.011417482938,0,0,0,0,0,1.264720014,1.264720014,0,0.10938677359,0.0012271343669,
-0.0032658142512,0.098712754363,0,0.0014090702264,0.00406857233,-0.00087800419822,0.0046748844775,-0.094644182033,-0.00087800419822,0,0,0,0.012668361847,0.043225354102,-0.010649383618,0.012668361847,0.043225354102,-0.010649383618,0,0,0,0,0,1.6304860825,1.6304860825,0,0.15127526591,0.064673036341,
-0.0051017928419,0.12318924824,0,0.0027879131941,0.0089703092756,-0.0019094383075,0.007889706036,-0.11421893897,-0.0019094383075,0,0,0,0.016842702305,0.066956096113,-0.0093560692377,0.016842702305,0.066956096113,-0.0093560692377,0,0,0,0,0,1.9897450385,1.9897450385,0,0.18658239895,0.11962522703,
-0.0071240412401,0.14532490122,0,0.0045528947788,0.016299660156,-0.0027944142423,0.011676936019,-0.12902524107,-0.0027944142423,0,0,0,0.01974245956,0.092426442281,-0.0076348733163,0.01974245956,0.092426442281,-0.0076348733163,0,0,0,0,0,2.3413605605,2.3413605605,0,0.21549438224,0.12876061216,
-0.0094821804311,0.1673297716,0,0.0065655334539,0.026181472766,-0.0034888001661,0.016047713885,-0.14114829883,-0.0034888001661,0,0,0,0.021338903197,0.11855358998,-0.0055909422542,0.021338903197,0.11855358998,-0.0055909422542,0,0,0,0,0,2.6836234057,2.6836234057,0,0.25008656096,0.24102720127,
-0.012175679843,0.18918405648,0,0.0081759608954,0.035308271743,-0.0038640137404,0.020351640739,-0.15387578473,-0.0038640137404,0,0,0,0.021478586665,0.13724525383,-0.0039184533421,0.021478586665,0.13724525383,-0.0039184533421,0,0,0,0,0,3.0152651513,3.0152651513,0,0.28366095569,0.26054598463,
-0.015203933451,0.21086808847,0,0.010324310111,0.049634076616,-0.0041527258253,0.025528243562,-0.16123401186,-0.0041527258253,0,0,0,0.020242014189,0.16084263079,-0.0015969121183,0.020242014189,0.16084263079,-0.0015969121183,0,0,0,0,0,3.3350354756,3.3350354756,0,0.30143242436,0.28338896045,
-0.01856625991,0.23236235342,0,0.012340878581,0.066253950325,-0.004191137939,0.03090713849,-0.1661084031,-0.004191137939,0,0,0,0.017843150784,0.18199934681,0.00071423558303,0.017843150784,0.18199934681,0.00071423558303,0,0,0,0,0,3.6416526853,3.6416526853,0,0.32899190363,0.31959404778,
-0.02226190271,0.25364750794,0,0.014118720544,0.084920972769,-0.0039831485124,0.036380623254,-0.16872653517,-0.0039831485124,0,0,0,0.01432277056,0.20060239124,0.0028885675945,0.01432277056,0.20060239124,0.0028885675945,0,0,0,0,0,3.933887653,3.933887653,0,0.35205376368,0.34922980528,
-0.026290030348,0.27470439681,0,0.015558061367,0.10537414629,-0.003546383683,0.041848091715,-0.16933025052,-0.003546383683,0,0,0,0.010063048182,0.21671621454,0.0048093842198,0.010063048182,0.21671621454,0.0048093842198,0,0,0,0,0,4.2104821075,4.2104821075,0,0.37527004052,0.42174499536,
-0.030649736512,0.29551407028,0,0.016589827893,0.12737018522,-0.0029104739297,0.047239564406,-0.16814388506,-0.0029104739297,0,0,0,0.0052103121867,0.22975051732,0.0063587598366,0.0052103121867,0.22975051732,0.0063587598366,0,0,0,0,0,4.4705990978,4.4705990978,0,0.39721938162,0.40324881065,
-0.035340040287,0.31605780102,0,0.017155461641,0.15062171457,-0.0021166195724,0.052495501928,-0.16543608645,-0.0021166195724,0,0,0,-2.5510254029e-05,0.24024604953,0.0074643528219,-2.5510254029e-05,0.24024604953,0.0074643528219,0,0,0,0,0,4.7130682328,4.7130682328,0,0.41725438934,0.42747300997,
