0.000000, 1.872100
1.872100, 1.872100
1.872100, 0.100000
1.872100, 1.872100
1.872100, 1.880300
0.200000, 1.880300
1.872100, 1.872100
1.878700, 0.300000
1.878700, 1.880300
1.872100, 1.877100
0.400000, 1.877100
1.878700, 1.880300
1.875200, 0.500000
1.875200, 1.877100
1.878700, 1.882100
0.600000, 1.882100
1.875200, 1.877100
1.880400, 0.700000
1.880400, 1.882100
1.875200, 1.894600
0.800000, 1.894600
1.880400, 1.882100
1.866200, 0.900000
1.866200, 1.894600
1.880400, 1.869000
1.000000, 1.869000
1.866200, 1.894600
1.873900, 1.100000
1.873900, 1.869000
1.866200, 1.874900
1.200000, 1.874900
1.873900, 1.869000
1.878800, 1.300000
1.878800, 1.874900
1.873900, 1.885100
1.400000, 1.885100
1.878800, 1.874900
1.876000, 1.500000
1.876000, 1.885100
1.878800, 1.884900
1.600000, 1.884900
1.876000, 1.885100
1.881300, 1.700000
1.881300, 1.884900
1.876000, 1.865000
1.800000, 1.865000
1.881300, 1.884900
1.878300, 1.900000
1.878300, 1.865000
1.881300, 1.876500
2.000000, 1.876500
1.878300, 1.865000
1.888800, 2.100000
1.888800, 1.876500
1.878300, 1.883500
2.200000, 1.883500
1.888800, 1.876500
1.870900, 2.300000
1.870900, 1.883500
1.888800, 1.856000
2.400000, 1.856000
1.870900, 1.883500
1.878800, 2.500000
1.878800, 1.856000
1.870900, 1.866500
2.600000, 1.866500
1.878800, 1.856000
1.879400, 2.700000
1.879400, 1.866500
1.878800, 1.875100
2.800000, 1.875100
1.879400, 1.866500
1.868100, 2.900000
1.868100, 1.875100
1.879400, 1.884400
3.000000, 1.884400
1.868100, 1.875100
1.891100, 3.100000
1.891100, 1.884400
1.868100, 1.865100
3.200000, 1.865100
1.891100, 1.884400
1.881600, 3.300000
1.881600, 1.865100
1.891100, 1.893200
3.400000, 1.893200
1.881600, 1.865100
1.887400, 3.500000
1.887400, 1.893200
1.881600, 1.864200
3.600000, 1.864200
1.887400, 1.893200
1.875000, 3.700000
1.875000, 1.864200
1.887400, 1.874200
3.800000, 1.874200
1.875000, 1.864200
1.887300, 3.900000
1.887300, 1.874200
1.875000, 1.866900
4.000000, 1.866900
1.887300, 1.874200
1.879600, 4.100000
1.879600, 1.866900
1.887300, 1.874100
4.200000, 1.874100
1.879600, 1.866900
1.869900, 4.300000
1.869900, 1.874100
1.879600, 1.875800
4.400000, 1.875800
1.869900, 1.874100
1.877300, 4.500000
1.877300, 1.875800
1.869900, 1.880500
4.600000, 1.880500
1.877300, 1.875800
1.862600, 4.700000
1.862600, 1.880500
1.877300, 1.878300
4.800000, 1.878300
1.862600, 1.880500
1.875100, 4.900000
1.875100, 1.878300
1.862600, 1.866300
5.000000, 1.866300
1.875100, 1.878300
1.861700, 5.100000
1.861700, 1.866300
1.875100, 1.878400
5.200000, 1.878400
1.861700, 1.866300
1.882600, 5.300000
1.882600, 1.878400
1.861700, 1.861200
5.400000, 1.861200
1.882600, 1.878400
1.873700, 5.500000
1.873700, 1.861200
1.882600, 1.889800
5.600000, 1.889800
1.873700, 1.861200
1.874200, 5.700000
1.874200, 1.889800
1.873700, 1.871300
5.800000, 1.871300
1.874200, 1.889800
1.872000, 5.900000
1.872000, 1.871300
1.874200, 1.860300
6.000000, 1.860300
1.872000, 1.871300
1.869600, 6.100000
1.869600, 1.860300
1.872000, 1.876900
6.200000, 1.876900
1.869600, 1.860300
1.875600, 6.300000
1.875600, 1.876900
1.869600, 1.875500
6.400000, 1.875500
1.875600, 1.876900
1.869000, 6.500000
1.869000, 1.875500
1.875600, 1.882700
6.600000, 1.882700
1.869000, 1.875500
1.890200, 6.700000
1.890200, 1.882700
1.869000, 1.874400
6.800000, 1.874400
1.890200, 1.882700
1.878600, 6.900000
1.878600, 1.874400
1.890200, 1.883000
7.000000, 1.883000
1.878600, 1.874400
1.784000, 7.100000
1.784000, 1.883000
1.878600, 1.778900
7.200000, 1.778900
1.784000, 1.883000
1.781600, 7.300000
1.781600, 1.778900
1.784000, 1.782300
7.400000, 1.782300
1.781600, 1.778900
1.783300, 7.500000
1.783300, 1.782300
1.781600, 1.763700
7.600000, 1.763700
1.783300, 1.782300
1.780500, 7.700000
1.780500, 1.763700
1.783300, 1.790800
7.800000, 1.790800
1.780500, 1.763700
1.786500, 7.900000
1.786500, 1.790800
1.780500, 1.790900
8.000000, 1.790900
1.786500, 1.790800
1.799000, 8.100000
1.799000, 1.790900
1.786500, 1.803100
8.200000, 1.803100
1.799000, 1.790900
1.782200, 8.300000
1.782200, 1.803100
1.799000, 1.782900
8.400000, 1.782900
1.782200, 1.803100
1.788300, 8.500000
1.788300, 1.782900
1.782200, 1.793200
8.600000, 1.793200
1.788300, 1.782900
1.774600, 8.700000
1.774600, 1.793200
1.788300, 1.776900
8.800000, 1.776900
1.774600, 1.793200
1.776000, 8.900000
1.776000, 1.776900
1.774600, 1.782900
9.000000, 1.782900
1.776000, 1.776900
1.786400, 9.100000
1.786400, 1.782900
1.776000, 1.792600
9.200000, 1.792600
1.786400, 1.782900
1.777000, 9.300000
1.777000, 1.792600
1.786400, 1.807300
9.400000, 1.807300
1.777000, 1.792600
1.795300, 9.500000
1.795300, 1.807300
1.777000, 1.795800
9.600000, 1.795800
1.795300, 1.807300
1.784400, 9.700000
1.784400, 1.795800
1.795300, 1.780100
9.800000, 1.780100
1.784400, 1.795800
1.800700, 9.900000
1.800700, 1.780100
1.784400, 1.796800
10.000000, 1.796800
1.800700, 1.780100
1.785000, 10.100000
1.785000, 1.796800
1.800700, 1.799400
10.200000, 1.799400
1.785000, 1.796800
1.794000, 10.300000
1.794000, 1.799400
1.785000, 1.792500
10.400000, 1.792500
1.794000, 1.799400
1.793100, 10.500000
1.793100, 1.792500
1.794000, 1.806400
10.600000, 1.806400
1.793100, 1.792500
1.805900, 10.700000
1.805900, 1.806400
1.793100, 1.781800
10.800000, 1.781800
1.805900, 1.806400
1.771500, 10.900000
1.771500, 1.781800
1.805900, 1.779800
11.000000, 1.779800
1.771500, 1.781800
1.775700, 11.100000
1.775700, 1.779800
1.771500, 1.787600
11.200000, 1.787600
1.775700, 1.779800
1.789200, 11.300000
1.789200, 1.787600
1.775700, 1.795100
11.400000, 1.795100
1.789200, 1.787600
1.804400, 11.500000
1.804400, 1.795100
1.789200, 1.778800
11.600000, 1.778800
1.804400, 1.795100
1.807900, 11.700000
1.807900, 1.778800
1.804400, 1.784100
11.800000, 1.784100
1.807900, 1.778800
1.788400, 11.900000
1.788400, 1.784100
1.807900, 1.779300
12.000000, 1.779300
1.788400, 1.784100
1.780400, 12.100000
1.780400, 1.779300
1.788400, 1.769900
12.200000, 1.769900
1.780400, 1.779300
1.780500, 12.300000
1.780500, 1.769900
1.780400, 1.782800
12.400000, 1.782800
1.780500, 1.769900
1.788900, 12.500000
1.788900, 1.782800
1.780500, 1.786300
12.600000, 1.786300
1.788900, 1.782800
1.781000, 12.700000
1.781000, 1.786300
1.788900, 1.814000
12.800000, 1.814000
1.781000, 1.786300
1.781500, 12.900000
1.781500, 1.814000
1.781000, 1.778200
13.000000, 1.778200
1.781500, 1.814000
1.773400, 13.100000
1.773400, 1.778200
1.781500, 1.782600
13.200000, 1.782600
1.773400, 1.778200
1.782600, 13.300000
1.782600, 1.782600
1.773400, 1.790800
13.400000, 1.790800
1.782600, 1.782600
1.789700, 13.500000
1.789700, 1.790800
1.782600, 1.807500
13.600000, 1.807500
1.789700, 1.790800
1.801600, 13.700000
1.801600, 1.807500
1.789700, 1.806200
13.800000, 1.806200
1.801600, 1.807500
1.789500, 13.900000
1.789500, 1.806200
1.801600, 1.796500
14.000000, 1.796500
1.789500, 1.806200
1.682700, 14.100000
1.682700, 1.796500
1.789500, 1.664500
14.200000, 1.664500
1.682700, 1.796500
1.680700, 14.300000
