0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.999983,0.00577299,0,-1.0141,-0.191261,-0.0337838,-0.0141216,-0.197034,-0.0337838,0.00135459,-0.199995,0,-0.0445744,0.120518,0.000221198,-0.045929,0.320513,0.000221198,0,0
-0.999876,0.0157724,0,-1.01696,-0.178734,-0.0337518,-0.0170892,-0.194506,-0.0337518,0.00335445,-0.199972,0,-0.0407035,0.120586,0.000190242,-0.044058,0.320558,0.000190242,0,0
-0.999668,0.0257702,0,-1.01888,-0.169364,-0.0337299,-0.0192099,-0.195134,-0.0337299,0.00535396,-0.199928,0,-0.0364768,0.121495,0.000160381,-0.0418308,0.321424,0.000160381,0,0
-0.99936,0.0357654,0,-1.02086,-0.156932,-0.0337044,-0.0214978,-0.192697,-0.0337044,0.00735295,-0.199865,0,-0.0293442,0.121083,0.000114002,-0.0366971,0.320947,0.000114002,0,0
-0.998953,0.045757,0,-1.02212,-0.144637,-0.0336843,-0.0231721,-0.190394,-0.0336843,0.00935119,-0.199781,0,-0.020597,0.119803,6.14296e-05,-0.0299482,0.319584,6.14296e-05,0,0
-0.998445,0.0557441,0,-1.0226,-0.135616,-0.0336734,-0.0241583,-0.19136,-0.0336734,0.0113485,-0.199678,0,-0.0180576,0.116477,2.44202e-05,-0.0294062,0.316155,2.44202e-05,0,0
-0.997838,0.0657256,0,-1.02297,-0.12375,-0.0336647,-0.0251304,-0.189475,-0.0336647,0.0133447,-0.199554,0,-0.0146371,0.119551,-3.12818e-05,-0.0279818,0.319105,-3.12818e-05,0,0
-0.997131,0.0757005,0,-1.02292,-0.111664,-0.0336632,-0.0257858,-0.187365,-0.0336632,0.0153395,-0.199411,0,-0.00994734,0.1207,-9.51249e-05,-0.0252869,0.320111,-9.51249e-05,0,0
-0.996324,0.0856679,0,-1.02232,-0.0996125,-0.03367,-0.0259963,-0.18528,-0.03367,0.0173328,-0.199247,0,-0.00236798,0.118123,-0.000153957,-0.0197008,0.31737,-0.000153957,0,0
-0.995417,0.0956267,0,-1.02114,-0.0877589,-0.033685,-0.0257245,-0.183386,-0.033685,0.0193244,-0.199064,0,0.000833908,0.119557,-0.00020615,-0.0184905,0.318621,-0.00020615,0,0
-0.994411,0.105576,0,-1.01953,-0.0759419,-0.0337072,-0.025123,-0.181518,-0.0337072,0.021314,-0.198861,0,0.00688988,0.11914,-0.000249099,-0.0144242,0.318001,-0.000249099,0,0
-0.993306,0.115515,0,-1.01741,-0.0642636,-0.0337361,-0.0241072,-0.179778,-0.0337361,0.0233016,-0.198638,0,0.0113538,0.118611,-0.000280585,-0.0119478,0.317248,-0.000280585,0,0
