0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0460739,-0.998938,0,-0.0137477,-1.05971,-0.0331808,0.0323261,-0.0607761,-0.0331808,-0.199778,-0.00941455,0,-0.11571,-0.0738238,-0.00147345,0.0840683,-0.0644092,-0.00147345,0,0
-0.0560608,-0.998427,0,-0.0222925,-1.06546,-0.0333067,0.0337683,-0.0670371,-0.0333067,-0.199674,-0.0114118,0,-0.115814,-0.0723332,-0.00164588,0.0838599,-0.0609214,-0.00164588,0,0
-0.0660421,-0.997817,0,-0.0308222,-1.07113,-0.033446,0.0352199,-0.0733178,-0.033446,-0.19955,-0.013408,0,-0.116988,-0.0713469,-0.00177889,0.082562,-0.0579389,-0.00177889,0,0
-0.0760168,-0.997107,0,-0.0423027,-1.07858,-0.0336458,0.0337141,-0.0814746,-0.0336458,-0.199406,-0.0154028,0,-0.117186,-0.069198,-0.00188472,0.0822201,-0.0537952,-0.00188472,0,0
-0.0859839,-0.996297,0,-0.0538024,-1.08577,-0.033852,0.0321815,-0.0894769,-0.033852,-0.199242,-0.017396,0,-0.117504,-0.0658868,-0.00190461,0.0817377,-0.0484907,-0.00190461,0,0
-0.0959424,-0.995387,0,-0.0653699,-1.09274,-0.0340544,0.0305725,-0.0973493,-0.0340544,-0.199058,-0.0193875,0,-0.118756,-0.0646985,-0.00183701,0.0803018,-0.0453109,-0.00183701,0,0
-0.105891,-0.994378,0,-0.0770701,-1.09947,-0.0342431,0.0288212,-0.105093,-0.0342431,-0.198854,-0.0213771,0,-0.120713,-0.0607097,-0.0016816,0.0781408,-0.0393326,-0.0016816,0,0
-0.11583,-0.993269,0,-0.0890104,-1.10579,-0.0344091,0.0268192,-0.112521,-0.0344091,-0.198631,-0.0233646,0,-0.122879,-0.0566775,-0.00144234,0.0757514,-0.0333129,-0.00144234,0,0
-0.125756,-0.992061,0,-0.101199,-1.11168,-0.0345447,0.0245578,-0.119616,-0.0345447,-0.198387,-0.0253497,0,-0.123544,-0.0513978,-0.00113138,0.0748428,-0.0260481,-0.00113138,0,0
-0.13567,-0.990754,0,-0.113331,-1.11692,-0.034644,0.0223397,-0.126169,-0.034644,-0.198124,-0.0273322,0,-0.118733,-0.0431382,-0.000771523,0.0793901,-0.015806,-0.000771523,0,0
-0.145571,-0.989348,0,-0.122105,-1.12025,-0.0346916,0.0234657,-0.1309,-0.0346916,-0.19784,-0.0293121,0,-0.114055,-0.0357469,-0.000483276,0.0837851,-0.00643478,-0.000483276,0,0
-0.155457,-0.987843,0,-0.133325,-1.1238,-0.0347165,0.0221323,-0.13596,-0.0347165,-0.197537,-0.031289,0,-0.109281,-0.0267791,-8.76127e-05,0.0882565,0.00450988,-8.76127e-05,0,0
