0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.978507,0.206214,0,0.974662,0.525153,-0.0338402,-0.00384449,0.318939,-0.0338402,0.0410471,0.195742,0,0.0305796,-0.0941397,0.0001282,-0.0104675,-0.289882,0.0001282,0,0
0.98052,0.196419,0,0.977039,0.515538,-0.0338222,-0.00348151,0.319119,-0.0338222,0.0390877,0.196143,0,0.0302277,-0.0945238,0.000133233,-0.00885997,-0.290667,0.000133233,0,0
0.982435,0.186604,0,0.978791,0.508309,-0.0338084,-0.00364368,0.321704,-0.0338084,0.0371243,0.196524,0,0.0282905,-0.0941584,0.000132391,-0.00883382,-0.290683,0.000132391,0,0
0.984252,0.176771,0,0.980961,0.498681,-0.0337904,-0.00329065,0.321911,-0.0337904,0.0351573,0.196886,0,0.0272656,-0.0946384,0.000124201,-0.00789167,-0.291524,0.000124201,0,0
0.985971,0.166919,0,0.983039,0.489016,-0.0337734,-0.00293169,0.322097,-0.0337734,0.0331867,0.197227,0,0.0264231,-0.0953258,0.000108575,-0.00676354,-0.292553,0.000108575,0,0
0.98759,0.157052,0,0.985035,0.479336,-0.0337585,-0.00255515,0.322284,-0.0337585,0.0312128,0.197549,0,0.0241527,-0.0957182,8.64434e-05,-0.00706007,-0.293268,8.64434e-05,0,0
0.989112,0.147168,0,0.986847,0.469595,-0.0337464,-0.00226477,0.322427,-0.0337464,0.0292358,0.197852,0,0.0229622,-0.0968753,5.60379e-05,-0.00627352,-0.294727,5.60379e-05,0,0
0.990534,0.13727,0,0.988556,0.459751,-0.0337376,-0.00197795,0.322481,-0.0337376,0.0272558,0.198134,0,0.0220834,-0.0974228,2.08835e-05,-0.00517244,-0.295557,2.08835e-05,0,0
0.991857,0.127358,0,0.99019,0.449906,-0.0337327,-0.00166731,0.322548,-0.0337327,0.0252731,0.198397,0,0.020681,-0.0980016,-1.5629e-05,-0.00459212,-0.296398,-1.5629e-05,0,0
0.993081,0.117433,0,0.99173,0.440036,-0.0337318,-0.00135071,0.322603,-0.0337318,0.0232879,0.19864,0,0.0200437,-0.0974845,-5.25603e-05,-0.00324421,-0.296124,-5.25603e-05,0,0
0.994205,0.107496,0,0.992472,0.435113,-0.0337329,-0.00173347,0.327616,-0.0337329,0.0213004,0.198862,0,0.0191273,-0.0984143,-7.04336e-05,-0.00217311,-0.297277,-7.04336e-05,0,0
0.995231,0.0975491,0,0.993864,0.4252,-0.033738,-0.00136693,0.327651,-0.033738,0.0193108,0.199066,0,0.0184625,-0.0982324,-0.000104659,-0.00084831,-0.297298,-0.000104659,0,0
0.996156,0.0875921,0,0.995194,0.415303,-0.033747,-0.000962775,0.327711,-0.033747,0.0173192,0.199249,0,0.0163353,-0.0984319,-0.000134434,-0.000983896,-0.297681,-0.000134434,0,0
